method,split,seed,mean_success_rate,ci95_success_rate,mean_causal_mechanism_recall,ci95_causal_mechanism_recall,mean_spurious_dependence_rate,ci95_spurious_dependence_rate,mean_tail_failure_rate,ci95_tail_failure_rate,mean_damage_rate,ci95_damage_rate,mean_selection_cost,ci95_selection_cost,mean_calibration_error,ci95_calibration_error,groups,episodes_per_group
uncertainty_active_selection,heldout_mechanism,4,0.546939,0.021538,0.511100,0.004405,0.289210,0.004257,0.124802,0.002579,0.078163,0.000915,0.282261,0.001230,0.095735,0.001289,35,84
uncertainty_active_selection,heldout_mechanism,5,0.555442,0.023450,0.511079,0.004263,0.289549,0.004084,0.124779,0.002610,0.077764,0.000801,0.282158,0.001279,0.095726,0.001274,35,84
uncertainty_active_selection,heldout_mechanism,6,0.556803,0.026163,0.511515,0.004618,0.289545,0.004046,0.124948,0.002627,0.077279,0.001071,0.280982,0.001312,0.095940,0.001266,35,84
uncertainty_active_selection,heldout_object,0,0.579932,0.019477,0.515712,0.004703,0.282019,0.004129,0.120855,0.002345,0.076664,0.000947,0.279614,0.001145,0.094252,0.001321,35,84
uncertainty_active_selection,heldout_object,1,0.568367,0.020119,0.515666,0.004906,0.282340,0.004204,0.121192,0.002489,0.076676,0.000723,0.279242,0.001182,0.093545,0.001303,35,84
uncertainty_active_selection,heldout_object,2,0.565306,0.021568,0.516078,0.004656,0.282661,0.004125,0.121731,0.002476,0.076986,0.000718,0.279242,0.000989,0.093752,0.001327,35,84
uncertainty_active_selection,heldout_object,3,0.573810,0.024849,0.516033,0.004881,0.282296,0.003938,0.120964,0.002442,0.076963,0.000758,0.278669,0.001047,0.093491,0.001272,35,84
uncertainty_active_selection,heldout_object,4,0.572789,0.020151,0.516445,0.004903,0.282274,0.003834,0.120963,0.002210,0.077189,0.000912,0.279106,0.001069,0.093006,0.001055,35,84
uncertainty_active_selection,heldout_object,5,0.571088,0.022156,0.516857,0.005015,0.282938,0.003837,0.120797,0.002405,0.077213,0.000966,0.279320,0.001141,0.093219,0.001070,35,84
uncertainty_active_selection,heldout_object,6,0.578571,0.019748,0.516354,0.004730,0.283259,0.003925,0.120563,0.002479,0.077038,0.001000,0.279215,0.001102,0.093426,0.001115,35,84
uncertainty_active_selection,small_budget,0,0.593197,0.020145,0.517399,0.005070,0.276811,0.003892,0.117467,0.002205,0.075435,0.000996,0.276882,0.001082,0.091826,0.001264,35,84
uncertainty_active_selection,small_budget,1,0.591156,0.020403,0.517795,0.004915,0.277120,0.003819,0.117739,0.002309,0.075701,0.001074,0.276864,0.001039,0.092025,0.001266,35,84
uncertainty_active_selection,small_budget,2,0.590816,0.017114,0.518191,0.004920,0.277428,0.003916,0.117730,0.002176,0.075688,0.000904,0.276829,0.001053,0.091309,0.001481,35,84
uncertainty_active_selection,small_budget,3,0.581973,0.020264,0.518587,0.004814,0.276022,0.004441,0.118094,0.002328,0.075578,0.000942,0.277107,0.001048,0.091481,0.001460,35,84
uncertainty_active_selection,small_budget,4,0.590136,0.020876,0.518525,0.005099,0.276331,0.004623,0.117602,0.002435,0.075594,0.000955,0.276758,0.001170,0.091451,0.001652,35,84
uncertainty_active_selection,small_budget,5,0.604082,0.016243,0.518921,0.004927,0.275268,0.004433,0.117304,0.002235,0.075686,0.000956,0.277037,0.001079,0.090942,0.001474,35,84
uncertainty_active_selection,small_budget,6,0.579592,0.022203,0.519317,0.004850,0.274548,0.004347,0.117953,0.002519,0.075930,0.001013,0.277243,0.001109,0.090667,0.001402,35,84
