stress_axis,stress_level,seed,proposed_utility,old_v4_utility,utility_margin,proposed_success,old_v4_success,success_margin
tail_rarity,8,8,0.60020049,0.42616671,0.17403378,0.68541667,0.60416667,0.08125000
tail_rarity,8,9,0.52220120,0.39664651,0.12555470,0.61250000,0.57708333,0.03541667
tail_rarity,9,0,0.59866569,0.35437651,0.24428918,0.68541667,0.53750000,0.14791667
tail_rarity,9,1,0.57568981,0.38700596,0.18868385,0.66458333,0.56875000,0.09583333
tail_rarity,9,2,0.59031754,0.38119134,0.20912620,0.67708333,0.56458333,0.11250000
tail_rarity,9,3,0.57570792,0.36819671,0.20751120,0.66458333,0.55208333,0.11250000
tail_rarity,9,4,0.57658851,0.35286213,0.22372638,0.66458333,0.53958333,0.12500000
tail_rarity,9,5,0.55089875,0.42939594,0.12150281,0.64166667,0.61250000,0.02916667
tail_rarity,9,6,0.56786389,0.39770469,0.17015919,0.65833333,0.58333333,0.07500000
tail_rarity,9,7,0.54051790,0.39707057,0.14344733,0.63333333,0.58333333,0.05000000
tail_rarity,9,8,0.55376958,0.39219126,0.16157832,0.64583333,0.57708333,0.06875000
tail_rarity,9,9,0.54272306,0.37825049,0.16447257,0.63541667,0.56458333,0.07083333
